"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Facts matter. Stay informed with the @OFA Truth Team: https://t.co/O8PhOX5jJ3",FALSE,1898,NA,2016-10-03 15:30:43,FALSE,NA,"782966115248910337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",440,FALSE,FALSE,NA,NA
"RT @OFA: ""Since I took office, another ten million private-sector workers have gained paid sick leave."" —President Obama https://t.co/Ud3vq…",FALSE,0,NA,2016-10-01 16:06:00,FALSE,NA,"782250219027128320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",452,TRUE,FALSE,NA,NA
"In the weekly address, President Obama discusses why access to paid leave is so important. https://t.co/q9kDEqYs5u #LeadOnLeave",FALSE,3523,NA,2016-10-01 14:46:41,FALSE,NA,"782230260767084545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",776,FALSE,FALSE,NA,NA
"Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave https://t.co/FF4hTkgOZy",FALSE,8178,NA,2016-09-30 21:32:41,FALSE,NA,"781970043894632448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2096,FALSE,FALSE,NA,NA
"After thirty years in Congress, Senator, this should not be your proudest accomplishment. https://t.co/FwGAJsBCoo… https://t.co/86F1fhUWsp",FALSE,5055,NA,2016-09-30 20:11:02,TRUE,NA,"781949494631858176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1972,FALSE,FALSE,NA,NA
"We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: https://t.co/d6nmum1Ut7 #DoYourJob",FALSE,3286,NA,2016-09-30 17:47:42,FALSE,NA,"781913425496662016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",896,FALSE,FALSE,NA,NA
"There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. #DoYourJob https://t.co/qtzcY3iwyl",FALSE,9418,NA,2016-09-30 15:57:24,FALSE,NA,"781885668016332800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3011,FALSE,FALSE,NA,NA
"It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: https://t.co/s8FdCa0tq6 #DoYourJob",FALSE,3433,NA,2016-09-29 21:55:49,FALSE,NA,"781613479589470208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1027,FALSE,FALSE,NA,NA
"""Everybody gets sick."" Check out what President Obama is doing to extend access to paid sick leave: https://t.co/gOAc2HAkQg #LeadOnLeave",FALSE,2713,NA,2016-09-29 19:41:04,FALSE,NA,"781579567358095360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",630,FALSE,FALSE,NA,NA
"RT @ErnestMoniz: THIS is what a #CleanEnergy revolution looks like. New report out today <U+2192> https://t.co/o13p5fPNDg #ActOnClimate https://t.…",FALSE,0,NA,2016-09-29 17:59:08,FALSE,NA,"781553914092990464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",326,TRUE,FALSE,NA,NA
"Never underestimate the strength and resilience of the American economy. https://t.co/OFTN2FlRtq",FALSE,5249,NA,2016-09-29 16:33:03,FALSE,NA,"781532250143719424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1285,FALSE,FALSE,NA,NA
"RT @Slate: President Obama answers Slate’s questions about his administration’s new rule extending paid sick leave: https://t.co/8AdEx431QN…",FALSE,0,NA,2016-09-29 15:12:58,FALSE,NA,"781512097167384576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",279,TRUE,FALSE,NA,NA
"The @OFA Truth Team makes it easy to stay informed. Join today: https://t.co/Q0axQYyJY1",FALSE,1500,NA,2016-09-28 17:49:45,FALSE,NA,"781189166126264321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",338,FALSE,FALSE,NA,NA
"This is no accident—we're making a comeback because together, we've fought hard to support American families. https://t.co/LTk7SiTexP",FALSE,10448,NA,2016-09-28 15:16:14,FALSE,NA,"781150531943211010",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2963,FALSE,FALSE,NA,NA
"We're better off than we were eight years ago. https://t.co/OwrTM3V78t",FALSE,6743,NA,2016-09-27 21:04:01,FALSE,NA,"780875664953978881",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2439,FALSE,FALSE,NA,NA
"Household incomes are up, and the poverty rate is down across all demographics. https://t.co/cEIdPJuuvR",FALSE,3247,NA,2016-09-27 19:42:15,FALSE,NA,"780855089946726400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1014,FALSE,FALSE,NA,NA
"As long as Senate leaders keep refusing to do their jobs, @OFA supporters will continue speaking out against their… https://t.co/DkmDKpMhOw",FALSE,8084,NA,2016-09-27 16:57:08,TRUE,NA,"780813534376538112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2727,FALSE,FALSE,NA,NA
"Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/AGrUjJTnST #DoYourJob",FALSE,2623,NA,2016-09-27 15:28:39,FALSE,NA,"780791269060595712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",812,FALSE,FALSE,NA,NA
"Important, tough conversations require solid facts. Get them from the @OFA Truth Team: https://t.co/5YH9zVeayn https://t.co/dD1EPgaA9W",FALSE,3299,NA,2016-09-26 20:58:33,FALSE,NA,"780511904485605376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",956,FALSE,FALSE,NA,NA
"These are high praises from the American Bar Association—and yet, Senate leaders refuse to even consider Judge Garl… https://t.co/ryPFLZDAhY",FALSE,7019,NA,2016-09-26 18:59:05,TRUE,NA,"780481839177748480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2246,FALSE,FALSE,NA,NA
"Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: https://t.co/yhy8al1FK7 #DoYourJob",FALSE,2255,NA,2016-09-26 17:27:01,FALSE,NA,"780458668122791936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",726,FALSE,FALSE,NA,NA
"The American people are waiting for Senate leaders to do their jobs. https://t.co/LNqAQpxMle",FALSE,4234,NA,2016-09-26 15:55:33,FALSE,NA,"780435649971167232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1369,FALSE,FALSE,NA,NA
"Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/peV6aCYswa #DoYourJob",FALSE,2338,NA,2016-09-23 21:12:45,FALSE,NA,"779428314012200960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",753,FALSE,FALSE,NA,NA
"Senate leaders need to work for the good of the American people, not seek out political points. https://t.co/Tdx3xk6gYi",FALSE,6559,NA,2016-09-23 20:05:48,FALSE,NA,"779411464830320640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2045,FALSE,FALSE,NA,NA
"Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made. https://t.co/J28Crn3WAP",FALSE,1618,NA,2016-09-23 19:03:51,FALSE,NA,"779395875239895042",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",441,FALSE,FALSE,NA,NA
"Here are 16 broken records we shouldn't be proud of. https://t.co/x98dGgEloW",FALSE,6545,NA,2016-09-23 18:02:58,FALSE,NA,"779380553334140932",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3937,FALSE,FALSE,NA,NA
"Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/GVTL4HrTXw",FALSE,1539,NA,2016-09-23 16:57:07,FALSE,NA,"779363981177843712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",439,FALSE,FALSE,NA,NA
"Another record broken: 16 months in a row of undeniable, record-breaking heat.
https://t.co/qMAH7nFf5I #ActOnClimate",FALSE,2570,NA,2016-09-23 15:57:29,FALSE,NA,"779348972670517248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1346,FALSE,FALSE,NA,NA
"Happy #FirstDayofFall. https://t.co/ix02MNuOud",FALSE,38578,NA,2016-09-22 22:18:43,FALSE,NA,"779082523963863041",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",12473,FALSE,FALSE,NA,NA
"We can't sit idly by. Climate change is likely to threaten our national security—we must act now.… https://t.co/6QQmpf27W0",FALSE,4799,NA,2016-09-22 21:21:51,TRUE,NA,"779068216018468864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1463,FALSE,FALSE,NA,NA
"Judge Garland is highly qualified for the bench—even some Senate leaders who are now blocking his hearing have agre… https://t.co/D5ScOCikVl",FALSE,7546,NA,2016-09-22 19:00:00,TRUE,NA,"779032515302400000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2417,FALSE,FALSE,NA,NA
"Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. https://t.co/k76I6DCDRI",FALSE,2364,NA,2016-09-22 17:34:00,FALSE,NA,"779010876074438657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",744,FALSE,FALSE,NA,NA
"Enough of the shameless partisanship, Senators. #DoYourJob and fill the Supreme Court vacancy. https://t.co/vIQY0bivo4",FALSE,6274,NA,2016-09-22 15:58:39,FALSE,NA,"778986879249100800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2197,FALSE,FALSE,NA,NA
"Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. https://t.co/lkLz4yidaw #DoYourJob",FALSE,2622,NA,2016-09-21 19:58:02,FALSE,NA,"778684733093912576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",748,FALSE,FALSE,NA,NA
"The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote.… https://t.co/FUVmGKdZgB",FALSE,8942,NA,2016-09-21 17:53:17,TRUE,NA,"778653339751899136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3002,FALSE,FALSE,NA,NA
"""Their right to inherit a healthy planet is a sacred responsibility."" —President Obama #ActOnClimate https://t.co/MYumi6xiIW",FALSE,3993,NA,2016-09-21 16:34:02,FALSE,NA,"778633396998156288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1262,FALSE,FALSE,NA,NA
"Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look:… https://t.co/sEjVzKqhsw",FALSE,5335,NA,2016-09-21 14:57:56,TRUE,NA,"778609212599316480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1695,FALSE,FALSE,NA,NA
"As the #UNGA meets, take a look at the progress we've made thanks to American leadership in the world. https://t.co/b4T0zGccLH",FALSE,3529,NA,2016-09-20 19:31:05,FALSE,NA,"778315562623438848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",830,FALSE,FALSE,NA,NA
"LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. https://t.co/J8cm9QquER #UNGA",FALSE,2189,NA,2016-09-20 14:30:13,FALSE,NA,"778239848566194176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",631,FALSE,FALSE,NA,NA
"LIVE: President Obama is delivering a statement in New York. https://t.co/MJUr8C84Wd",FALSE,2735,NA,2016-09-19 15:24:34,FALSE,NA,"777891139848253441",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",662,FALSE,FALSE,NA,NA
"President Obama commemorates #HispanicHeritageMonth in an address to @CHCI. https://t.co/oTVX7zOyFD",FALSE,4075,NA,2016-09-16 22:24:34,FALSE,NA,"776909671055568896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1193,FALSE,FALSE,NA,NA
"Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob https://t.co/N7vH2ncwmb",FALSE,7797,NA,2016-09-16 21:23:23,FALSE,NA,"776894274055000064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3341,FALSE,FALSE,NA,NA
"Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6",FALSE,2976,NA,2016-09-16 19:55:06,FALSE,NA,"776872058089267201",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",923,FALSE,FALSE,NA,NA
"RT @OFA: Friendly reminder for Senate leaders on #ConstitutionDay2016: https://t.co/my5zUWxb6j",FALSE,0,NA,2016-09-16 18:55:16,FALSE,NA,"776856997195022336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",363,TRUE,FALSE,NA,NA
"The Supreme Court should remain above partisan politics, Senator. https://t.co/DlWud7Rh3K #DoYourJob https://t.co/Wjd96qn9Hf",FALSE,3184,NA,2016-09-16 17:24:19,FALSE,NA,"776834111566516224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1185,FALSE,FALSE,NA,NA
"Progress starts with a conversation. Make sure you have the facts to get yours started: https://t.co/MxWdiJxz4o https://t.co/Q3iP0Jwg1t",FALSE,3345,NA,2016-09-16 15:54:16,FALSE,NA,"776811448651558912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",929,FALSE,FALSE,NA,NA
"When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate https://t.co/8tygZI0TDR",FALSE,14954,NA,2016-09-15 21:24:16,FALSE,NA,"776532109498339328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4340,FALSE,FALSE,NA,NA
"""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing: https://t.co/VjxClMdqUg",FALSE,3895,NA,2016-09-15 18:51:11,FALSE,NA,"776493584572780545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1252,FALSE,FALSE,NA,NA
"President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean",FALSE,6543,NA,2016-09-15 16:39:51,FALSE,NA,"776460530584133633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2344,FALSE,FALSE,NA,NA
"LIVE: President Obama is speaking at the 2016 Our Ocean Conference. https://t.co/ALK46jhUpw #OurOcean",FALSE,1681,NA,2016-09-15 15:15:48,FALSE,NA,"776439380281925632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",405,FALSE,FALSE,NA,NA
"RT @WhiteHouse: BREAKING: @POTUS will designate the first-ever marine monument in the Atlantic Ocean:
https://t.co/t33G5z2QpK https://t.co/…",FALSE,0,NA,2016-09-15 14:25:46,FALSE,NA,"776426790109650944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1021,TRUE,FALSE,NA,NA
"We need nine justices for a fully functioning Supreme Court—and editorial boards across the country agree. https://t.co/WD42qmgXpO",FALSE,4570,NA,2016-09-14 20:45:42,FALSE,NA,"776160016483033088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1437,FALSE,FALSE,NA,NA
"RT @cspan: .@RepJohnLewis on #GunViolence: ""The time for silence is over."" https://t.co/zUUX02jNnN",FALSE,0,NA,2016-09-14 19:05:00,FALSE,NA,"776134671415451648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",697,TRUE,FALSE,NA,NA
"We can't let Senate leaders ignore their constitutional responsibilities. https://t.co/ExY5wZcWi6 #DoYourJob https://t.co/IwO7CAoVm2",FALSE,3995,NA,2016-09-14 17:50:40,FALSE,NA,"776115966161793025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1443,FALSE,FALSE,NA,NA
"Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/b0eae4PXDX",FALSE,1480,NA,2016-09-14 16:40:17,FALSE,NA,"776098253800484866",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",375,FALSE,FALSE,NA,NA
"The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: https://t.co/dTb4M3J4MY",FALSE,5631,NA,2016-09-14 15:24:00,FALSE,NA,"776079054512369668",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1656,FALSE,FALSE,NA,NA
"Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. https://t.co/rPbzUkZAUE #DoYourJob",FALSE,2082,NA,2016-09-13 21:14:36,FALSE,NA,"775804899049078784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",586,FALSE,FALSE,NA,NA
"Median household income: <U+2B06>
Poverty rate: <U+2B07>
Uninsured rate: <U+2B07>

Middle-class economics works. https://t.co/ThPXBSux09",FALSE,12018,NA,2016-09-13 20:09:28,FALSE,NA,"775788508841517057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3607,FALSE,FALSE,NA,NA
"In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. https://t.co/Kyw1vuhont",FALSE,4058,NA,2016-09-13 19:11:10,FALSE,NA,"775773838403436544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1401,FALSE,FALSE,NA,NA
"RT @WhiteHouse: Fastest household income growth on record <U+2713> 
 
Largest drop in poverty rate since 1968 <U+2713> 

https://t.co/qK505KUeuP https://…",FALSE,0,NA,2016-09-13 16:15:53,FALSE,NA,"775729726107201536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1030,TRUE,FALSE,NA,NA
"The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. https://t.co/7mmbuXjsPO",FALSE,9713,NA,2016-09-13 15:00:22,FALSE,NA,"775710721027952640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3325,FALSE,FALSE,NA,NA
"ICYMI: This is a really big deal. https://t.co/raNeUV5fRd",FALSE,8030,NA,2016-09-12 20:24:42,FALSE,NA,"775429955253481473",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2447,FALSE,FALSE,NA,NA
"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. https://t.co/W1A7Oyb4gB",FALSE,4693,NA,2016-09-12 18:55:34,FALSE,NA,"775407521167126528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1530,FALSE,FALSE,NA,NA
"These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK",FALSE,5991,NA,2016-09-12 17:36:53,FALSE,NA,"775387720285683712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2887,FALSE,FALSE,NA,NA
"Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. https://t.co/zbaDcpztIW",FALSE,3951,NA,2016-09-12 15:09:06,FALSE,NA,"775350531812265984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1244,FALSE,FALSE,NA,NA
"We need to keep up efforts to fight climate change at every level—locally, nationally, globally. #ActOnClimate https://t.co/L10qdkgPDg",FALSE,9897,NA,2016-09-09 21:05:57,FALSE,NA,"774353170159968259",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3396,FALSE,FALSE,NA,NA
"RT @FactsOnClimate: BREAKING: A new strategy to harness the power of wind means more jobs, less pollution: https://t.co/s0I0CmalFL https://…",FALSE,0,NA,2016-09-09 20:15:53,FALSE,NA,"774340573310353408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",706,TRUE,FALSE,NA,NA
"Senate leaders are back in session. Keep the pressure high—call out their obstructionism. https://t.co/eThTUbIMH0 #DoYourJob",FALSE,2142,NA,2016-09-09 19:16:01,FALSE,NA,"774325506065985536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",629,FALSE,FALSE,NA,NA
"There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ",FALSE,3456,NA,2016-09-09 17:47:36,FALSE,NA,"774303257023963136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1250,FALSE,FALSE,NA,NA
"We must take bold steps now—climate change is already impacting millions of people. https://t.co/ZWBgt0XEWt #ActOnClimate",FALSE,3726,NA,2016-09-09 15:08:56,FALSE,NA,"774263324032790528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1260,FALSE,FALSE,NA,NA
"Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: https://t.co/Ll1Croa3Ui",FALSE,3235,NA,2016-09-08 19:39:42,FALSE,NA,"773969076171309056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",884,FALSE,FALSE,NA,NA
"RT @VPLive: ""Every nominee, including Kennedy in an election year—got an up or down vote"" —@VP on serving as Senate Judiciary Chairman or R…",FALSE,0,NA,2016-09-08 18:35:19,FALSE,NA,"773952874833321984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",334,TRUE,FALSE,NA,NA
"Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU",FALSE,1993,NA,2016-09-08 17:39:40,FALSE,NA,"773938870421368832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",470,FALSE,FALSE,NA,NA
"Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. https://t.co/OplSsyTHEX",FALSE,4232,NA,2016-09-07 21:47:15,FALSE,NA,"773638787549188096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1713,FALSE,FALSE,NA,NA
"Fewer Americans are uninsured than ever before, thanks to #Obamacare. https://t.co/tFbGtiPzWL",FALSE,2839,NA,2016-09-07 20:00:50,FALSE,NA,"773612008889421824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",780,FALSE,FALSE,NA,NA
"Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: https://t.co/F4eATpElMT #DoYourJob",FALSE,2608,NA,2016-09-07 17:48:24,FALSE,NA,"773578682350702592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",779,FALSE,FALSE,NA,NA
"The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work. https://t.co/1YzeZLIcAT",FALSE,9550,NA,2016-09-07 15:53:22,FALSE,NA,"773549731901349888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3002,FALSE,FALSE,NA,NA
"Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: https://t.co/IV1AGOEDag",FALSE,3022,NA,2016-09-06 21:57:45,FALSE,NA,"773279043726618624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",985,FALSE,FALSE,NA,NA
"The Paris Climate Agreement is a big deal in the fight against climate change—and now, a big step closer to reality. https://t.co/5vd6n0BFgG",FALSE,3613,NA,2016-09-06 20:19:23,FALSE,NA,"773254286855712769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1131,FALSE,FALSE,NA,NA
"The United States is leading the way in the fight to #ActOnClimate. https://t.co/vkUMjg6XKc",FALSE,2297,NA,2016-09-06 18:57:30,FALSE,NA,"773233683608199168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",564,FALSE,FALSE,NA,NA
"Conservation not only protects diverse lands and species, it's also an important part of battling climate change. https://t.co/gjvhHNPFKL",FALSE,3978,NA,2016-09-06 16:58:04,FALSE,NA,"773203627125055488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1156,FALSE,FALSE,NA,NA
"""When we protect our lands, it helps us protect the climate for the future."" —President Obama #ActOnClimate https://t.co/qdoCgYPQom",FALSE,4404,NA,2016-09-06 15:03:43,FALSE,NA,"773174849346768896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1204,FALSE,FALSE,NA,NA
"President Obama has a message for America's workers today—check it out: https://t.co/KlPj1YGeQ4 #LaborDay https://t.co/qzbHAfRXNs",FALSE,3663,NA,2016-09-05 16:03:14,FALSE,NA,"772827439126966272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",838,FALSE,FALSE,NA,NA
"In the weekly address, President Obama commemorates the labor movement that helped build this country. https://t.co/JsZvcpTyee",FALSE,4565,NA,2016-09-03 17:01:19,FALSE,NA,"772117278464679937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1053,FALSE,FALSE,NA,NA
"RT @WhiteHouse: It's official: The U.S. and China have entered into the #ParisAgreement: https://t.co/RQIMfGp7rg https://t.co/7IPK6WAeZD",FALSE,0,NA,2016-09-03 16:06:52,FALSE,NA,"772103576697049089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2665,TRUE,FALSE,NA,NA
"Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/Pr78WaT0V2",FALSE,7546,NA,2016-09-02 22:27:07,FALSE,NA,"771836881495584768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2401,FALSE,FALSE,NA,NA
"When Americans stand together, there's no challenge too great to solve—not even climate change. #ActOnClimate today: https://t.co/5mqlv3ZXas",FALSE,2708,NA,2016-09-02 19:59:45,FALSE,NA,"771799796344512512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",693,FALSE,FALSE,NA,NA
"Unemployment: <U+2B07>
Deficits: <U+2B07>
Uninsured rate: <U+2B07>
Jobs: +15.1 million https://t.co/mWcAgfM8zn",FALSE,7934,NA,2016-09-02 18:28:14,FALSE,NA,"771776767581360128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2513,FALSE,FALSE,NA,NA
